City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
259,Vaitape,PF,-16.5167,-151.75,81.16,70,9,12.26,clear sky
260,Kitui,KE,-1.367,38.0106,61.29,94,60,2.06,broken clouds
261,Flinders,AU,-34.5833,150.8552,63.18,82,96,20.89,overcast clouds
262,Ludvika,SE,60.1496,15.1878,30.04,98,100,6.6,light snow
263,Marawi,PH,7.9986,124.2928,77.07,81,100,4.36,moderate rain
264,Columbus,US,39.9612,-82.9988,45.12,65,75,5.75,broken clouds
265,Hervey Bay,AU,-25.2986,152.8535,89.04,74,100,4.0,overcast clouds
266,Gobabis,NA,-22.45,18.9667,66.79,73,100,14.5,overcast clouds
267,Huescar,ES,37.811,-2.5412,45.27,93,92,8.59,overcast clouds
268,Indramayu,ID,-6.3264,108.32,83.44,74,99,5.19,overcast clouds
269,Atar,MR,20.5169,-13.0499,63.1,14,99,10.27,overcast clouds
270,Souillac,MU,-20.5167,57.5167,76.35,94,40,5.75,scattered clouds
271,Plastun,RU,44.7561,136.2939,39.31,59,100,2.17,overcast clouds
272,Asvanyraro,HU,47.8273,17.4942,33.98,98,100,4.43,overcast clouds
273,Lykhivka,UA,48.6874,33.9228,42.13,92,94,7.31,overcast clouds
274,Togul,RU,53.465,85.9128,0.5,93,99,7.29,overcast clouds
275,Kavieng,PG,-2.5744,150.7967,83.91,79,89,15.17,moderate rain
276,Glenwood Springs,US,39.5505,-107.3248,38.43,100,90,5.17,heavy snow
277,Komsomolskiy,UZ,40.4272,71.7189,31.42,55,0,6.91,clear sky
278,Dukat,RU,62.55,155.55,-25.1,78,0,2.86,clear sky
279,Guerrero Negro,MX,27.9769,-114.0611,63.63,77,100,5.06,overcast clouds
280,Nador,MA,35.174,-2.9287,59.25,67,0,20.71,clear sky
281,Senneterre,CA,48.3835,-77.2328,7.02,85,100,8.46,overcast clouds
282,Nhulunbuy,AU,-12.2333,136.7667,86.61,70,75,6.91,light rain
283,Namatanai,PG,-3.6667,152.4333,86.67,70,53,10.29,light rain
284,Luderitz,NA,-26.6481,15.1594,60.03,81,0,6.42,clear sky
285,Ilo,PE,-17.6394,-71.3375,65.82,79,100,2.91,overcast clouds
286,Evensk,RU,61.95,159.2333,-25.98,82,5,5.46,clear sky
287,Mount Barker,AU,-35.0667,138.8667,71.22,51,0,10.67,clear sky
288,Colonial Park,US,40.3006,-76.8097,37.78,66,20,5.01,few clouds
289,Husavik,IS,66.0449,-17.3389,33.71,86,100,0.76,overcast clouds
290,Meulaboh,ID,4.1363,96.1285,81.84,79,99,3.09,light rain
291,Pindiga,NG,9.9833,10.9333,65.93,27,0,7.29,clear sky
292,Alihe,CN,50.5667,123.7167,22.21,71,76,2.53,broken clouds
293,Jijiga,ET,9.35,42.8,52.38,33,7,9.1,clear sky
294,Taoudenni,ML,22.6783,-3.9836,65.44,12,100,12.53,overcast clouds
295,Daru,PG,-9.0763,143.2092,84.45,75,33,7.81,scattered clouds
296,Hobyo,SO,5.3505,48.5268,76.8,70,38,18.14,scattered clouds
297,Vila Velha,BR,-20.3297,-40.2925,69.94,91,40,4.61,scattered clouds
298,Vlore,AL,40.4667,19.4897,51.78,78,100,10.89,overcast clouds
299,Srednekolymsk,RU,67.45,153.6833,-44.73,100,95,4.5,overcast clouds
300,Qianan,CN,44.9932,124.0581,32.31,90,91,11.72,overcast clouds
301,Oranjestad,AW,12.524,-70.027,80.91,81,20,4.0,few clouds
302,Palmer,US,42.1584,-72.3287,31.91,74,75,0.0,broken clouds
303,Port Hardy,CA,50.6996,-127.4199,39.2,93,75,9.22,light intensity shower rain
304,Saint George,US,37.1041,-113.5841,48.67,88,90,1.01,light rain
305,Oriximina,BR,-1.7656,-55.8661,74.89,93,100,2.04,heavy intensity rain
306,Kieta,PG,-6.2167,155.6333,84.16,78,100,3.38,light rain
307,Seoul,KR,37.5683,126.9778,47.77,76,90,4.61,overcast clouds
308,Bethanien,NA,-26.502,17.1583,68.68,32,80,3.49,broken clouds
309,Hithadhoo,MV,-0.6,73.0833,81.64,77,78,12.57,broken clouds
310,Vardo,NO,70.3705,31.1107,22.59,82,18,23.22,few clouds
311,Ziarat,PK,30.3823,67.7282,33.51,15,0,1.57,clear sky
312,Ahipara,NZ,-35.1667,173.1667,73.58,58,71,4.41,broken clouds
313,Dwarka,IN,22.2394,68.9678,72.7,52,2,14.7,clear sky
314,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,69.44,45,7,4.9,clear sky
315,Walvis Bay,NA,-22.9575,14.5053,60.1,94,29,8.05,scattered clouds
316,Juegang,CN,32.3174,121.1855,55.72,63,0,7.92,clear sky
317,Nanortalik,GL,60.1432,-45.2371,23.34,84,92,6.4,overcast clouds
318,Tabou,CI,4.423,-7.3528,79.09,85,35,7.2,light rain
319,Longhua,CN,23.6137,114.1919,73.92,38,0,3.42,clear sky
320,Petlawad,IN,23.0,74.8,64.69,54,1,12.66,clear sky
321,Yar-Sale,RU,66.8333,70.8333,3.79,91,100,7.78,overcast clouds
322,Nemuro,JP,43.3236,145.575,39.63,68,4,8.1,clear sky
323,Goundam,ML,16.4145,-3.6708,68.9,13,93,9.08,overcast clouds
324,Adrar,MR,20.5022,-10.0711,64.45,14,100,10.87,overcast clouds
325,Nyurba,RU,63.2842,118.3319,-3.19,93,100,8.63,overcast clouds
326,Waingapu,ID,-9.6567,120.2641,87.24,65,63,5.12,broken clouds
327,Cabadiangan,PH,9.7531,122.4739,83.17,79,100,15.5,light rain
328,Carahue,CL,-38.7,-73.1667,57.4,95,9,2.98,clear sky
329,Marsaxlokk,MT,35.8419,14.5431,55.08,66,20,14.97,few clouds
330,Wilkie,CA,52.4168,-108.7014,10.78,79,24,8.57,few clouds
331,San Carlos Del Zulia,VE,9.0,-71.9135,74.62,86,96,2.64,overcast clouds
332,Hasaki,JP,35.7333,140.8333,52.29,66,100,13.96,overcast clouds
333,Lafia,NG,8.4833,8.5167,72.81,25,2,1.81,clear sky
334,Beaverlodge,CA,55.2166,-119.4361,18.75,74,22,8.68,few clouds
335,Aguimes,ES,27.9054,-15.4461,63.23,68,75,25.32,broken clouds
336,Denpasar,ID,-8.65,115.2167,87.46,70,40,9.22,scattered clouds
337,Nizwa,OM,22.9333,57.5333,59.4,44,4,0.89,clear sky
338,Escanaba,US,45.7453,-87.0646,34.25,99,90,6.91,mist
339,Mendi,PG,-6.1761,143.6513,69.8,62,48,6.15,scattered clouds
340,Ranong,TH,9.9658,98.6348,82.33,73,64,6.67,broken clouds
341,Moyale,KE,3.5167,39.0584,63.88,53,5,5.17,clear sky
342,Waitati,NZ,-45.75,170.5667,60.8,60,99,9.53,overcast clouds
343,Aykhal,RU,66.0,111.5,-11.69,97,100,13.06,overcast clouds
344,Caucaia,BR,-3.7361,-38.6531,85.06,76,20,10.36,few clouds
345,Barabai,ID,-2.5833,115.3833,85.03,73,91,3.62,light rain
