City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
806,Coahuayana,MX,85.77,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
807,Vila Do Maio,CV,81.39,overcast clouds,15.1333,-23.2167,Hotel Marilu
809,Jacmel,HT,84.04,clear sky,18.2342,-72.5347,Historic Hotel Florita
811,Pochutla,MX,86.83,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
816,Charters Towers,AU,75.47,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
824,Ifo,NG,87.42,scattered clouds,6.8144,3.1958,Footed Hotel and Suites
827,Ugoofaaru,MV,81.63,few clouds,5.6667,73.0,Ungoofaaru Inn
828,Yacuiba,BO,84.97,broken clouds,-22.038,-63.6797,Hotel Monumental
829,Dicabisagan,PH,72.77,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
831,Jaru,BR,82.65,light rain,-10.4389,-62.4664,Hotel Paraná
832,Pedasi,PA,81.5,overcast clouds,7.5333,-80.0333,Selina Pedasi
835,Kihei,US,74.46,scattered clouds,20.785,-156.4656,Maui Sunset
836,Chimore,BO,78.75,overcast clouds,-16.9833,-65.1333,Bichito
841,Salinopolis,BR,84.36,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
845,Trinidad,BO,84.18,broken clouds,-14.8333,-64.9,Hotel Piesta
846,Impfondo,CG,85.05,few clouds,1.6381,18.0667,Auberge La Place de Jules
847,Acari,PE,78.62,overcast clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
855,Oranjestad,AW,85.95,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
856,Thayetmyo,MM,73.71,clear sky,19.3167,95.1833,Htarwaya Thitsar Guest House
858,Asosa,ET,71.13,few clouds,10.0667,34.5333,Blendana Hotel Assosa
859,Alto Araguaia,BR,86.95,clear sky,-17.3147,-53.2153,Araguaia Palace Hotel
863,Kieta,PG,78.75,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
864,Omboue,GA,82.15,overcast clouds,-1.5746,9.2618,Hotel Olako
866,Sirajganj,BD,73.29,clear sky,24.45,89.7167,Sourav talukder
871,Nha Trang,VN,71.6,overcast clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
872,Mecca,SA,80.58,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
874,Sao Domingos,BR,77.02,moderate rain,-13.3983,-46.3183,Hotel e Restaurante Uirapuru (Márcio uirapuru )Em São Domingos -Go
875,Morant Bay,JM,85.62,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
876,Mubi,NG,89.47,broken clouds,10.2676,13.2644,Hotel
877,Balikpapan,ID,76.33,overcast clouds,-1.2675,116.8289,ibis Balikpapan
879,Tres Arroyos,AR,84.31,overcast clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
881,Corralillo,CU,83.88,light rain,22.9819,-80.5856,Hostal De Pedri
893,Coracao De Jesus,BR,79.52,scattered clouds,-16.6853,-44.365,Hotel Neves
